2017-09-10;23:30:00;-0,23
2017-09-10;23:30:00;-0,23
2017-09-10;24:00:00;-0,22
2017-09-10;24:00:00;-0,22
2017-09-10;24:30:00;-0,2
2017-09-11;16:30:00;-0,23
2017-09-11;18:30:00;-0,24
2017-09-11;21:00:00;0,09
2017-09-11;22:00:00;0,22
2017-09-11;22:00:00;0,22
2017-09-11;22:30:00;0,25
2017-09-11;22:30:00;0,25
2017-09-11;24:00:00;0,33
2017-09-11;24:00:00;0,33
2017-09-11;24:00:00;0,33
2017-09-11;24:00:00;0,33
2017-09-11;24:00:00;0,33
2017-09-11;24:30:00;0,35
2017-09-11;24:30:00;0,35
2017-09-12;13:00:00;0,53
2017-09-12;15:00:00;0,71
2017-09-12;15:30:00;0,79
2017-09-12;15:30:00;0,79
2017-09-12;16:30:00;0,91
2017-09-12;16:30:00;0,91
2017-09-12;16:30:00;0,91
2017-09-12;17:00:00;0,96
2017-09-12;17:00:00;0,96
2017-09-12;18:00:00;1,04
2017-09-12;18:00:00;1,04
2017-09-12;18:00:00;1,04
2017-09-12;18:00:00;1,04
2017-09-12;18:30:00;1,05
2017-09-12;18:30:00;1,05
2017-09-12;18:30:00;1,05
2017-09-12;19:00:00;1,06
2017-09-12;19:00:00;1,06
2017-09-12;19:00:00;1,06
2017-09-12;19:30:00;1,09
2017-09-12;22:00:00;1,2
2017-09-12;22:00:00;1,2
2017-09-12;22:00:00;1,2
2017-09-12;22:00:00;1,2
2017-09-12;23:00:00;1,22
